industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
造纸,-0.04,-3.89,-2.54,-3.27,59.05,47,10.03,-21.3001,0.7273,
白色家电,-7.35,-12.11,-4.81,-3.91,58.98,48,9.18,-33.321,0.7674,
非金属材料,-3.75,-8.16,3.87,-1.33,58.6,49,19.66,,0.4,
燃气,-0.93,-1.49,-1.23,-1.49,58.45,50,3.8,-26.7754,0.84,
种植业与林业,-0.21,-5.25,-2.87,-1.98,58.22,51,6.92,-10.0662,0.7667,
建筑材料,-1.79,-20.48,9.58,-13.76,58.1,52,8.37,0.6438,0.6,
黑色家电,0.53,-0.73,3.4,-2.57,57.98,53,4.59,-39.6189,0.75,
影视院线,-0.59,-8.71,-2.05,-3.51,57.97,54,7.88,-3.9189,0.7222,
包装印刷,-2.13,0.76,-2.77,1.6,57.33,55,10.0,-13.0435,0.6444,
建筑装饰,-7.76,7.29,-8.43,-31.38,57.15,56,10.81,-18.6186,0.6714,
贸易,0.07,-2.08,-0.92,-3.1,56.45,57,4.7,10.4581,0.7143,
文化传媒,-16.02,-17.96,-5.16,-20.67,56.4,58,9.98,-13.059,0.622,
其他电源设备,-6.39,-4.65,10.2,-5.79,56.13,59,9.9,-15.4812,0.4571,
饮料制造,-0.52,-5.65,-7.6,-4.24,55.92,60,4.45,-22.0211,0.7609,
工程机械,-2.41,-1.79,-0.27,4.46,55.74,61,7.15,-15.4104,0.6111,
金属新材料,-1.95,-12.27,1.48,-4.33,55.57,62,19.96,37.6719,0.2647,
银行,,-31.76,-31.52,20.49,55.48,63,3.56,-5.6774,1.0,
煤炭开采加工,,-11.31,-23.03,-0.59,55.41,64,10.04,-4.6099,0.75,
农化制品,-6.59,-16.85,-3.89,-10.05,55.4,65,9.98,1.0256,0.5593,
多元金融,1.22,-3.03,0.68,-4.5,55.36,66,5.84,-8.2915,0.6154,
电网设备,-11.46,-37.83,1.62,-32.43,54.96,67,10.02,-7.8287,0.4812,
教育,0.18,-1.33,0.97,-0.61,54.85,68,2.65,-14.4796,0.6667,
化学纤维,-0.37,-3.21,-2.2,-7.75,54.02,69,6.07,-7.0809,0.5714,
小家电,-0.52,-1.98,-0.78,0.81,53.62,70,3.56,-18.2216,0.6,
互联网电商,1.09,3.75,2.33,-2.49,53.54,71,5.09,-13.4715,0.5263,
油气开采及服务,-1.56,-1.37,-3.52,0.81,53.17,72,9.98,,0.4444,
通信服务,-7.4,-10.17,10.61,-6.88,53.12,73,8.37,-17.4342,0.3409,
电力,-13.22,-35.89,-0.96,-61.36,52.96,74,8.06,19.5928,0.4563,
其他社会服务,-0.17,1.82,-0.36,-3.09,52.16,75,3.0,-18.9845,0.5366,
汽车整车,-3.82,-22.9,-12.01,-10.74,50.9,76,2.25,-13.5922,0.6087,
工业金属,-62.1,-17.31,16.3,-38.19,50.51,77,10.05,2.9038,0.1111,
军工电子,-6.47,11.44,3.53,-30.89,50.23,78,3.56,-16.5358,0.3871,
风电设备,-2.53,-3.87,-6.12,-8.72,50.09,79,3.28,-20.2552,0.4839,
机场航运,-0.97,-1.08,1.83,-10.14,49.69,80,1.97,-5.0091,0.4167,
电池,-35.85,-41.74,-12.68,-8.81,49.59,81,10.01,-19.1718,0.3558,
小金属,-43.32,-56.52,5.45,-27.54,49.53,82,9.99,18.3615,0.1724,
游戏,-5.4,-9.37,-5.86,-6.3,48.48,83,5.4,,0.3478,
钢铁,-5.77,-12.56,-5.87,-12.8,48.39,84,3.51,-10.9062,0.3902,
白酒,-2.36,-19.21,-10.28,-10.74,48.06,85,3.38,-20.5679,0.4211,
军工装备,-24.61,-5.97,-4.71,-29.97,47.76,86,5.91,-20.6396,0.2875,
光伏设备,-24.43,-28.54,-12.02,-23.8,47.32,87,6.68,-27.9052,0.3194,
贵金属,-38.09,1.17,15.13,-14.04,47.17,88,5.43,16.8448,0.0714,
保险,-2.11,-6.72,-0.87,-1.04,43.91,89,0.17,,0.2,
能源金属,-16.26,-11.28,-16.47,-7.0,39.31,90,1.87,-27.9419,0.0833,
