industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
包装印刷,1.18,0.04,-4.54,4.34,41.48,67,10.01,16.251,0.1957,0.8983
IT服务,-0.18,14.65,-19.7,0.76,41.23,68,20.0,9.6941,0.2031,0.8704
通信服务,-0.08,-3.2,-11.03,-4.03,40.95,69,11.42,-4.4251,0.3488,0.849
化学制品,2.9,-33.71,-24.39,-11.73,40.63,70,10.02,-6.5717,0.339,0.9234
计算机设备,29.3,3.51,-9.2,-1.58,40.57,71,10.99,31.8515,0.2892,0.8709
燃气,-2.87,-0.24,-1.53,-0.92,40.1,72,1.03,-3.6855,0.04,0.9261
汽车零部件,-11.43,-11.64,-28.38,-13.61,39.85,73,20.01,90.1836,0.1828,0.8956
军工装备,7.2,-17.01,-23.4,-8.3,39.73,74,15.47,-0.4598,0.3049,0.8525
农产品加工,-2.78,-1.12,-2.44,-1.9,39.73,74,0.44,-11.5984,0.0476,0.8942
多元金融,-8.02,-2.97,-2.41,-0.23,39.21,76,0.6,-22.3349,0.0385,0.8924
小家电,-0.3,-0.19,-0.94,-1.97,39.1,77,11.75,,0.08,0.8939
轨交设备,-4.12,-4.23,-0.8,2.08,38.85,78,10.05,12.7792,0.1333,0.8774
游戏,1.3,7.02,-11.06,-4.13,38.73,79,3.67,-12.9143,0.4167,0.8592
纺织制造,-2.73,0.09,-1.24,0.59,38.7,80,10.02,50.7274,0.1212,0.8839
软件开发,-11.09,-3.24,-17.7,12.47,38.7,80,16.18,44.0625,0.1295,0.8853
工程机械,-7.59,-5.29,-6.29,0.81,38.39,82,5.55,-14.8502,0.0833,0.8894
石油加工贸易,-2.29,-4.15,-4.63,-8.95,38.28,83,4.76,6.8826,0.2308,0.8781
电机,-2.52,0.53,-0.77,-5.45,38.25,84,4.95,30.7544,0.1923,0.9028
风电设备,2.05,-5.17,-0.32,1.93,37.87,85,2.96,-17.6654,0.2188,0.8745
黑色家电,-2.41,-2.22,1.16,0.38,36.96,86,3.9,-15.1533,0.125,0.9092
种植业与林业,-1.97,-1.95,-3.39,-2.33,36.51,87,0.21,,0.0667,0.8525
汽车整车,-9.09,-6.1,-9.67,-4.3,36.47,88,0.26,-18.6508,0.087,0.8848
白色家电,-2.59,-6.61,-25.46,-8.07,36.15,89,4.47,,0.3111,0.926
油气开采及服务,-5.23,-5.39,-6.01,-10.97,32.35,90,1.11,-2.6738,0.1579,0.8278
