industry,sector_money_flow_1d,sector_money_flow_3d,sector_money_flow_5d,sector_money_flow_10d,sector_momentum_score,sector_strength_rank,leader_stock_strength,leader_stock_return_20d,sector_high_stock_ratio,sector_new_high_ratio
养殖业,-1.05,,-2.61,-0.26,37.13,72,1.99,53.9493,0.1111,0.8946
环保设备,-0.55,,-1.76,-2.37,37.11,73,3.13,,0.1667,0.9188
工程机械,-2.95,-5.29,-6.29,0.81,36.93,74,4.23,-14.2729,0.0278,0.9005
文化传媒,-4.54,,-11.67,-6.81,36.68,75,9.99,,0.0833,0.9004
石油加工贸易,1.12,-1.22,-4.63,-8.95,36.64,76,5.33,,0.1538,0.8942
军工装备,,-17.01,-23.4,-8.3,36.5,77,11.36,,0.2099,0.8768
建筑装饰,-2.53,-25.65,-23.19,-14.23,36.29,78,10.01,,0.156,0.9067
轨交设备,-0.33,,-0.8,2.08,35.9,79,5.56,,0.0667,0.8982
多元金融,-2.7,,-2.41,-0.23,35.88,80,-0.33,-3.3654,0.0,0.9027
厨卫电器,-0.08,,-0.27,-0.26,35.8,81,5.01,-11.7682,0.1111,0.871
计算机设备,2.77,,-9.2,-1.58,35.7,82,6.13,1.0271,0.1205,0.9023
软件开发,-11.24,-3.24,-17.7,12.47,34.72,83,4.57,27.5938,0.0576,0.9178
风电设备,-1.55,-5.17,-0.32,1.93,34.52,84,1.76,-17.6217,0.0938,0.8943
房地产,-5.39,-4.01,-15.69,-7.3,34.37,85,5.2,-17.2185,0.0581,0.8911
通信服务,-3.34,,-11.03,-4.03,33.99,86,4.99,,0.1163,0.8791
综合,-1.19,,-5.33,1.55,33.88,87,2.68,-11.8168,0.125,0.8703
油气开采及服务,-1.6,-5.39,-6.01,-10.97,31.46,88,3.89,,0.0588,0.818
IT服务,-11.64,,-19.7,0.76,31.13,89,4.03,,0.062,0.8938
种植业与林业,-0.01,-1.95,-3.39,-2.33,31.02,90,0.44,,0.0333,0.8605
